hh_index	plot_index	pinst	plot_id	plot_name	plot_area_a	plot_area_u	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p_id	p_uuid	p_submission_time	p_index	p_parent_table_name	p_parent_index	p_tags	p_notes	p_version	p_duration	p_submitted_by
129.0	534.0	1	1	"\"Beans, Itewe farm\""	0.5	1	0.0	1		1		1		"1999-01-01"	0				0		0					534	"APS_tz17_hh"	129					
129.0	535.0	2	2	"\"Maize Sunflower, Itewe farm\""	2.0	1	0.0	1		2		1		"1999-01-01"	0				0		0					535	"APS_tz17_hh"	129					
129.0	536.0	3	3	"Beans"	0.5	1	0.0	1		1		1		"1999-01-01"	0				0		0					536	"APS_tz17_hh"	129					
129.0	537.0	4	4	"\"Groundnut , Itewe farm\""	0.5	1	0.5	1		2		2		"2003-01-01"	0	99	"Written name from village government office"		0		0					537	"APS_tz17_hh"	129					
129.0	538.0	5	5	"\"Beans, Itewe farm\""	0.5	1	0.5	1		1		2		"2003-01-01"	0	99	"Written name by the village government office"		0		0					538	"APS_tz17_hh"	129					
129.0	539.0	6	6	"\"Maize, Itewe farm\""	1.0	1	0.5	1		2		2		"2003-01-01"	0	99	"Written name by village government office"		0		0					539	"APS_tz17_hh"	129					
130.0	540.0	1	1	"Maize"	0.5	1	0.0	1		2		1		"2001-01-01"	0				0		0					540	"APS_tz17_hh"	130					
130.0	541.0	2	2	"Maize"	1.0	1	0.0	1		2		1		"2013-01-01"	0				0		0					541	"APS_tz17_hh"	130					
130.0	542.0	3	3	"Groundnut"	0.5	1	0.0	1		2		1		"2001-01-01"	0				0		0					542	"APS_tz17_hh"	130					
130.0	543.0	4	4	"Beans"	0.5	1	1.0	1		2		1		"2013-01-01"	0				0		0					543	"APS_tz17_hh"	130					
131.0	544.0	1	1	"Homestead 1"	1.0	1	0.0	1		3		1		"1998-01-01"	0				0		0					544	"APS_tz17_hh"	131					
131.0	545.0	2	2	"Homesteady 2"	2.0	1	0.0	1		3		1		"1998-01-01"	0				0		0					545	"APS_tz17_hh"	131					
132.0	546.0	1	1	"Bondeni"	0.75	1	0.5	1		3		1		"2011-01-01"	0				0		0					546	"APS_tz17_hh"	132					
132.0	547.0	2	2	"Nyumbani"	2.0	1	0.0	1		3		1		"2011-01-01"	0				0		0					547	"APS_tz17_hh"	132					
132.0	548.0	3	3	"Mlimani"	1.0	1	0.25	1		3		1		"2003-01-01"	0				0		0					548	"APS_tz17_hh"	132					
132.0	549.0	4	4	"Mirundu"	2.0	1	0.25	1		3		1		"2004-01-01"	0				0		0					549	"APS_tz17_hh"	132					
132.0	550.0	5	5	"Litogwa"	1.0	1	0.5	1		2		1		"2011-01-01"	0				0		0					550	"APS_tz17_hh"	132					
132.0	551.0	6	6	"Chiyanga"	0.5	1	1.0	1		3		1		"2005-01-01"	0				0		0					551	"APS_tz17_hh"	132					
133.0	552.0	1	1	"Dogo"	1.0	1	0.0	1		2		1		"2012-01-01"	0				0		0					552	"APS_tz17_hh"	133					
133.0	553.0	2	2	"Magamba"	2.0	1	1.5	1		2		1		"2012-01-01"	0				0		0					553	"APS_tz17_hh"	133					
133.0	554.0	3	3	"Fallow"	1.0	1	0.0	2		2		1		"2012-01-01"	0				0		0					554	"APS_tz17_hh"	133					
133.0	555.0	4	4	"Bondeni"	2.0	1	0.5	1		2		1		"2012-01-01"	0				0		0					555	"APS_tz17_hh"	133					
133.0	556.0	5	5	"Magamba chini"	2.0	1	1.5	1		2		1		"2012-01-01"	0				0		0					556	"APS_tz17_hh"	133					
133.0	557.0	6	6	"Magamba2"	3.0	1	0.5	1		2		1		"2012-01-01"	0				0		0					557	"APS_tz17_hh"	133					
134.0	558.0	1	1	"Maize"	1.0	1	0.0	1		2		1		"1999-01-01"	0				0		0					558	"APS_tz17_hh"	134					
134.0	559.0	2	2	"Beans"	0.75	1	0.0	1		2		1		"1999-01-01"	0				0		0					559	"APS_tz17_hh"	134					
134.0	560.0	3	3	"Coffee"	1.0	1	0.0	1		99	"\"Coffee is perennial,no other crops grown there.\""	1		"1999-01-01"	0				0		0					560	"APS_tz17_hh"	134					
135.0	561.0	1	1	"Shughuli"	3.0	1	0.5	1		2		1		"2013-01-01"	0				0		1	"2014-01-01"				561	"APS_tz17_hh"	135					
135.0	562.0	2	2	"Kwa kesi"	1.0	1	1.0	1		2		1		"2014-01-01"	0				0		1	"2015-01-01"				562	"APS_tz17_hh"	135					
135.0	563.0	3	3	"Kwa saidi"	1.0	1	1.0	1		2		1		"2013-01-01"	0				0		1	"2014-01-01"				563	"APS_tz17_hh"	135					
135.0	564.0	4	4	"Kahawa"	1.0	1	0.0	1		2		1		"2014-01-01"	0				0		0					564	"APS_tz17_hh"	135					
136.0	565.0	1	1	"Numbani1"	1.0	1	0.0	1		2		1		"2012-01-01"	0				0		0					565	"APS_tz17_hh"	136					
136.0	566.0	2	2	"Nyumbani2"	2.0	1	0.0	1		2		1		"2012-01-01"	0				0		0					566	"APS_tz17_hh"	136					
136.0	567.0	3	3	"Nyunbani3"	1.0	1	0.0	1		2		1		"2012-01-01"	0				0		0					567	"APS_tz17_hh"	136					
136.0	568.0	4	4	"Nyumbani4"	0.5	1	0.0	1		2		1		"2012-01-01"	0				0		0					568	"APS_tz17_hh"	136					
137.0	569.0	1	1	"Thomas"	1.75	1	0.0	2		2		3		"2009-01-01"	1	6		"2011-01-01"	0		0					569	"APS_tz17_hh"	137					
137.0	570.0	2	2	"Nsenga"	3.0	1	1.5	1		2		1		"2013-01-01"	0				0		0					570	"APS_tz17_hh"	137					
137.0	571.0	3	3	"Baraka"	2.0	1	1.0	1		2		1		"2009-01-01"	0				0		0					571	"APS_tz17_hh"	137					
137.0	572.0	4	4	"Kahawa"	2.0	1	1.0	1		1		1		"2009-01-01"	0				0		0					572	"APS_tz17_hh"	137					
137.0	573.0	5	5	"Nyumbani"	1.0	1	0.0	1		2		1		"2009-01-01"	0				0		0					573	"APS_tz17_hh"	137					
137.0	574.0	6	6	"Eli"	0.5	1	0.0	1		2		1		"2012-01-01"	0				0		0					574	"APS_tz17_hh"	137					
138.0	575.0	1	1	"Rundungu 1"	0.5	1	2.0	1		2		1		"2005-01-01"	0				0		0					575	"APS_tz17_hh"	138					
138.0	576.0	2	2	"Rundungu 2"	3.0	1	2.3	1		2		1		"2005-01-01"	0				0		0					576	"APS_tz17_hh"	138					
138.0	577.0	3	3	"Nyumbani "	0.5	1	0.0	1		2		1		"2004-01-01"	0				0		0					577	"APS_tz17_hh"	138					
138.0	578.0	4	4	"Rundungu 4"	1.0	1	2.0	1		2		1		"2005-01-01"	0				0		0					578	"APS_tz17_hh"	138					
138.0	579.0	5	5	"Rundungu 3"	3.0	1	2.0	1		1		1		"2003-01-01"	0				0		0					579	"APS_tz17_hh"	138					
138.0	580.0	6	6	"Cofee"	1.5	1	1.5	1		1		1		"2001-01-01"	0				0		0					580	"APS_tz17_hh"	138					
138.0	581.0	7	7	"Fallow "	1.5	1	2.0	2		2		1		"2003-01-01"	0				0		0					581	"APS_tz17_hh"	138					
138.0	582.0	8	8	"Nyumbani 2"	0.5	1	0.0	1		1		1		"2004-01-01"	0				0		0					582	"APS_tz17_hh"	138					
138.0	583.0	9	9	"Forest"	2.5	1	2.3	7		7		1		"2004-01-01"	0				0		0					583	"APS_tz17_hh"	138					
139.0	584.0	1	1	"Rundungu 1"	4.0	1	2.0	1		1		3		"2003-01-01"	1	3		"2003-01-01"	0		0					584	"APS_tz17_hh"	139					
139.0	585.0	2	2	"Rundungu 2"	5.0	1	2.0	4		4		3		"2006-01-01"	1	3		"2006-01-01"	0		0					585	"APS_tz17_hh"	139					
139.0	586.0	3	3	"Rundungu 3"	1.5	1	2.0	1		1		3		"2003-01-01"	1	3		"2003-01-01"	0		0					586	"APS_tz17_hh"	139					
139.0	587.0	4	4	"Fallow "	1.5	1	2.0	2		2		3		"2011-01-01"	1	3		"2011-01-01"	0		0					587	"APS_tz17_hh"	139					
139.0	588.0	5	5	"Forest"	1.0	1	0.0	7		7		3		"2011-01-01"	1	3		"2011-01-01"	0		0					588	"APS_tz17_hh"	139					
139.0	589.0	6	6	"Nyumbani "	2.0	1	0.0	1		2		1		"1997-01-01"	0				0		0					589	"APS_tz17_hh"	139					
139.0	590.0	7	7	"Nyumbani 2"	3.0	1	0.0	1		1		1		"1997-01-01"	0				0		0					590	"APS_tz17_hh"	139					
140.0	591.0	1	1	"Nsenga"	3.0	1	0.7	1		2		1		"2005-01-01"	0				0		0					591	"APS_tz17_hh"	140					
140.0	592.0	2	2	"Nsenga"	6.0	1	0.7	1		2		1		"1995-01-01"	0				0		0					592	"APS_tz17_hh"	140					
140.0	593.0	3	3	"Kasama"	4.0	1	0.0	1		2		1		"1983-01-01"	0				0		0					593	"APS_tz17_hh"	140					
140.0	594.0	4	4	"Mtunduru"	25.0	1	5.0	1		2		1		"2012-01-01"	0				0		0					594	"APS_tz17_hh"	140					
140.0	595.0	5	5	"Nyumbani"	7.0	1	0.0	2		2		1		"1995-01-01"	0				0		0					595	"APS_tz17_hh"	140					
141.0	596.0	1	1	"Nsenga"	1.0	1	0.0	1		1		1		"2007-01-01"	0				0		0					596	"APS_tz17_hh"	141					
141.0	597.0	2	2	"Nsenga"	3.0	1	0.0	1		2		1		"2007-01-01"	0				0		0					597	"APS_tz17_hh"	141					
141.0	598.0	3	3	"Nsenga"	2.5	1	2.0	1		2		1		"2014-01-01"	0				0		0					598	"APS_tz17_hh"	141					
142.0	599.0	1	1	"Shamba la Abdalah 1"	0.5	1	0.2	1		2		1		"2010-01-01"	0				0		0					599	"APS_tz17_hh"	142					
142.0	600.0	2	2	"Kulundungu 2"	0.5	1	1.0	1		2		4		"2016-01-01"	0				0		0					600	"APS_tz17_hh"	142					
142.0	601.0	3	3	"Shamba la Abdalah 3"	0.25	1	0.3	1		1		1		"2010-01-01"	0				0		0					601	"APS_tz17_hh"	142					
142.0	602.0	4	4	"Kwa Specta"	1.0	1	4.0	1		2		1		"2010-01-01"	0				0		0					602	"APS_tz17_hh"	142					
142.0	603.0	5	5	"Shamba la Chini"	1.75	1	0.3	1		2		1		"2005-01-01"	0				0		0					603	"APS_tz17_hh"	142					
142.0	604.0	6	6	"Kolongoni"	250.0	3	0.3	1		2		1		"2006-01-01"	0				0		0					604	"APS_tz17_hh"	142					
142.0	605.0	7	7	"Shamba la Abdalah  2"	1.0	1	0.3	1		2		1		"2006-01-01"	0				0		0					605	"APS_tz17_hh"	142					
142.0	606.0	8	8	"Kulundungu 2"	1.5	1	1.0	1		2		4		"2016-01-01"	0				0		0					606	"APS_tz17_hh"	142					
143.0	607.0	1	1	"Nyumbani"	1.0	1	0.0	1		2		1		"1995-01-01"	0				0		0					607	"APS_tz17_hh"	143					
143.0	608.0	2	2	"Mlimani"	0.5	1	1.5	1		2		1		"2000-01-01"	0				0		0					608	"APS_tz17_hh"	143					
143.0	609.0	3	3	"Nyumbani 2"	1.0	1	0.0	1		2		4		"2016-01-01"	0				0		0					609	"APS_tz17_hh"	143					
143.0	610.0	4	4	"Nyumbani  3"	0.5	1	0.0	1		1		1		"2014-01-01"	0				0		0					610	"APS_tz17_hh"	143					
143.0	611.0	5	5	"Nambunde"	1.25	1	0.5	1		1		1		"2010-01-01"	0				0		0					611	"APS_tz17_hh"	143					
143.0	612.0	6	6	"Nakalinda"	2.0	1	1.5	2		2		1		"2000-01-01"	0				0		0					612	"APS_tz17_hh"	143					
144.0	613.0	1	1	"Nyumbani"	3.0	1	0.0	1		2		1		"1974-01-01"	0				0		0					613	"APS_tz17_hh"	144					
144.0	614.0	2	2	"Nyumbani"	1.0	1	0.0	1		2		1		"1974-01-01"	0				0		0					614	"APS_tz17_hh"	144					
144.0	615.0	3	3	"Iditima"	6.0	1	1.5	2		2		1		"1987-01-01"	0				0		0					615	"APS_tz17_hh"	144					
144.0	616.0	4	4	"0.5"	1.0	1	0.0	7		7		1		"2015-01-01"	0				0		0					616	"APS_tz17_hh"	144					
145.0	617.0	1	1	"Nyumbani"	1.5	1	0.0	1		2		1		"1996-01-01"	0				0		0					617	"APS_tz17_hh"	145					
145.0	618.0	2	2	"Lulengidaho"	2.5	1	4.0	1		2		1		"1998-01-01"	0				0		0					618	"APS_tz17_hh"	145					
145.0	619.0	3	3	"Kilongayene"	1.5	1	1.0	2		2		1		"2014-01-01"	0				0		0					619	"APS_tz17_hh"	145					
146.0	620.0	1	1	"Mangi"	1.0	1	0.0	1		2		1		"2012-01-01"	0				0		0					620	"APS_tz17_hh"	146					
146.0	621.0	2	2	"Machungwani"	4.0	1	15.0	1		2		1		"1985-01-01"	0				0		0					621	"APS_tz17_hh"	146					
147.0	622.0	1	1	"Mahindi"	1.5	1	0.0	1		2		1		"1990-01-01"	0				0		0					622	"APS_tz17_hh"	147					
147.0	623.0	2	2	"Mahindi"	0.25	1	0.0	1		2		1		"1990-01-01"	0				0		0					623	"APS_tz17_hh"	147					
147.0	624.0	3	3	"3"	0.75	1	0.0	2		2		1		"1990-01-01"	0				0		0					624	"APS_tz17_hh"	147					
147.0	625.0	4	4	"Mahindi"	2.0	1	0.5	1		2		1		"1990-01-01"	0				0		0					625	"APS_tz17_hh"	147					
147.0	626.0	5	5	"Fallow"	4.0	1	5.0	2		2		1		"1990-01-01"	0				0		0					626	"APS_tz17_hh"	147					
148.0	627.0	1	1	"Home"	1.0	1	0.0	1		3		1		"1988-01-01"	0				0		0					627	"APS_tz17_hh"	148					
148.0	628.0	2	2	"Mkwalila"	5.0	1	4.0	1		3		1		"2006-01-01"	0				0		0					628	"APS_tz17_hh"	148					
148.0	629.0	3	3	"Ilungulu"	1.5	1	1.0	1		3		1		"1999-01-01"	0				0		0					629	"APS_tz17_hh"	148					
148.0	630.0	4	4	"Ikawa"	2.5	1	1.0	1		3		1		"1988-01-01"	0				0		0					630	"APS_tz17_hh"	148					
148.0	631.0	5	5	"Ikawa"	11.0	1	1.0	2		3		1		"1988-01-01"	0				0		0					631	"APS_tz17_hh"	148					
148.0	632.0	6	6	"Chalidege"	5.0	1	8.0	1		3		1		"2007-01-01"	0				0		0					632	"APS_tz17_hh"	148					
149.0	633.0	1	1	"Nyumbani A"	1.0	1	0.0	1		3		1		"1978-01-01"	0				0		0					633	"APS_tz17_hh"	149					
149.0	634.0	2	2	"Nyumbani B"	1.0	1	0.0	2		2		1		"1978-01-01"	0				0		0					634	"APS_tz17_hh"	149					
149.0	635.0	3	3	"Mahame A"	1.0	1	4.0	2		2		1		"1988-01-01"	0				0		0					635	"APS_tz17_hh"	149					
149.0	636.0	4	4	"Mahame B"	1.0	1	4.0	1		3		1		"1988-01-01"	0				0		0					636	"APS_tz17_hh"	149					
149.0	637.0	5	5	"Nyumbani C"	1.5	1	0.0	1		3		1		"1978-01-01"	0				0		0					637	"APS_tz17_hh"	149					
150.0	638.0	1	1	"Home"	0.5	1	0.0	1		3		1		"1994-01-01"	0				0		0					638	"APS_tz17_hh"	150					
150.0	639.0	2	2	"Mameni"	5.0	1	3.0	1		3		1		"1997-01-01"	0				0		0					639	"APS_tz17_hh"	150					
150.0	640.0	3	3	"Mameni"	3.0	1	3.0	2		3		1		"1997-01-01"	0				0		0					640	"APS_tz17_hh"	150					
150.0	641.0	4	4	"Kisada"	2.0	1	3.0	1		3		1		"2015-01-01"	0				0		0					641	"APS_tz17_hh"	150					
151.0	642.0	1	1	"Nyumbani"	1.0	1	0.0	1		3		1		"1988-01-01"	0				0		0					642	"APS_tz17_hh"	151					
151.0	643.0	2	2	"Maganga"	0.5	1	3.0	1		3		1		"2016-01-01"	0				0		0					643	"APS_tz17_hh"	151					
152.0	644.0	1	1	"Maize"	2.5	1	0.0	1		2		1		"1989-01-01"	0				0		0					644	"APS_tz17_hh"	152					
152.0	645.0	2	2	"Ihongole"	1.0	1	2.0	1		2		1		"1989-01-01"	0				0		0					645	"APS_tz17_hh"	152					
153.0	646.0	1	1	"Mahindi"	2.0	1	0.0	1		2		1		"1987-01-01"	0				0		0					646	"APS_tz17_hh"	153					
153.0	647.0	2	2	"Mahindi"	1.0	1	4.0	1		2		1		"1987-01-01"	0				0		0					647	"APS_tz17_hh"	153					
153.0	648.0	3	3	"Fallow"	10.0	1	30.0	2		2		1		"1993-01-01"	0				0		0					648	"APS_tz17_hh"	153					
153.0	649.0	4	4	"Mbogamboga"	2.0	1	2.0	1		1		1		"1997-01-01"	0				0		0					649	"APS_tz17_hh"	153					
154.0	650.0	1	1	"Mazebele"	2.0	1	0.0	1		2		1		"1989-01-01"	0				0		0					650	"APS_tz17_hh"	154					
155.0	651.0	1	1	"Nyumbani1"	2.25	1	0.0	1		2		1		"2000-01-01"	0				0		0					651	"APS_tz17_hh"	155					
155.0	652.0	2	2	"Nyumbani2"	0.5	1	0.0	1		2		1		"2000-01-01"	0				0		0					652	"APS_tz17_hh"	155					
156.0	653.0	1	1	"\"Maize, Ihanga Farm\""	1.0	1	1.0	1		2		1		"2003-01-01"	0				0		0					653	"APS_tz17_hh"	156					
156.0	654.0	2	2	"\"Maize, Mkuuta farm\""	1.25	1	1.25	1		2		1		"2003-01-01"	0				0		0					654	"APS_tz17_hh"	156					
156.0	655.0	3	3	"\"Fallow, Ihanga farm\""	3.0	1	1.0	2		2		1		"2003-01-01"	0				0		0					655	"APS_tz17_hh"	156					
157.0	656.0	1	1	"Ihanga Maize"	1.0	1	3.0	1		2		1		"2008-01-01"	0				0		0					656	"APS_tz17_hh"	157					
157.0	657.0	2	2	"Ihanga Fallow"	4.0	1	3.0	2		2		1		"2008-01-01"	0				0		0					657	"APS_tz17_hh"	157					
157.0	658.0	3	3	"Ihanga Mabondeni"	0.3	1	3.0	6		6		1		"2008-01-01"	0				0		0					658	"APS_tz17_hh"	157					
157.0	659.0	4	4	"Tambalan'gombe Maize"	0.75	1	0.0	1		2		1		"2003-01-01"	0				0		0					659	"APS_tz17_hh"	157					
158.0	660.0	1	1	"\"Maize, Sunflower and beans, Igulula farm\""	2.0	1	1.25	1		2		1		"2006-01-01"	0				0		0					660	"APS_tz17_hh"	158					
158.0	661.0	2	2	"\"Maize  and beans, Tambalangombe farm\""	0.25	1	0.0	1		2		1		"2006-01-01"	0				0		0					661	"APS_tz17_hh"	158					
159.0	662.0	1	1	"Ihanga Maize 1"	0.5	1	2.0	1		2		1		"2008-01-01"	0				0		0					662	"APS_tz17_hh"	159					
159.0	663.0	2	2	"Ihanga Maize 2"	1.5	1	2.0	1		2		1		"2008-01-01"	0				0		0					663	"APS_tz17_hh"	159					
159.0	664.0	3	3	"Tambalang'ombe Maize"	1.0	1	0.0	1		2		1		"2006-01-01"	0				0		0					664	"APS_tz17_hh"	159					
159.0	665.0	4	4	"Ihanga Sugarcane"	0.25	1	2.0	1		1		1		"2015-01-01"	0				0		0					665	"APS_tz17_hh"	159					
159.0	666.0	5	5	"Ihanga Mabondeni"	0.25	1	2.0	6		6		1		"2015-01-01"	0				1	"2015-01-01"	0					666	"APS_tz17_hh"	159					
160.0	667.0	1	1	"Nyumbani"	2.0	1	0.0	1		2		1		"1997-01-01"	0				0		0					667	"APS_tz17_hh"	160					
160.0	668.0	2	2	"Makungu"	2.0	1	4.0	1		2		4		"2000-01-01"	0				0		0					668	"APS_tz17_hh"	160					
160.0	669.0	3	3	"Forest"	1.0	1	4.0	7		7		1		"2015-01-01"	0				0		0					669	"APS_tz17_hh"	160					
160.0	670.0	4	4	"Sweet potatoes"	0.1	1	0.0	1		2		1		"1997-01-01"	0				0		0					670	"APS_tz17_hh"	160					
161.0	671.0	1	1	"Ihanga 1"	1.75	1	3.0	1		3		1		"2015-01-01"	0				0		0					671	"APS_tz17_hh"	161					
161.0	672.0	2	2	"Ihanga 2"	1.5	1	3.0	1		3		1		"2015-01-01"	0				0		0					672	"APS_tz17_hh"	161					
161.0	673.0	3	3	"Ihanga"	0.5	1	3.0	2		2		1		"2015-01-01"	0				0		0					673	"APS_tz17_hh"	161					
162.0	674.0	1	1	"Maize"	1.5	1	4.0	1		3		1		"1985-01-01"	0				0		0					674	"APS_tz17_hh"	162					
162.0	675.0	2	2	"Maize"	2.0	1	4.0	2		2		1		"1985-01-01"	0				0		0					675	"APS_tz17_hh"	162					
162.0	676.0	3	3	"Maize"	3.0	1	4.0	2		2		1		"1985-01-01"	0				0		0					676	"APS_tz17_hh"	162					
162.0	677.0	4	4	"Shamba la nyumbani"	1.0	1	0.0	1		2		1		"1980-01-01"	0				0		0					677	"APS_tz17_hh"	162					
163.0	678.0	1	1	"Ihanga"	3.0	1	3.0	1		3		1		"2003-01-01"	0				0		0					678	"APS_tz17_hh"	163					
163.0	679.0	2	2	"Tambarang'ombe"	2.0	1	0.0	1		3		1		"2004-01-01"	0				0		0					679	"APS_tz17_hh"	163					
163.0	680.0	3	3	"Kingembe"	2.0	1	1.5	4		4		1		"2003-01-01"	0				0		0					680	"APS_tz17_hh"	163					
163.0	681.0	4	4	"Maize cowpea"	1.5	1	3.0	1		3		1		"2011-01-01"	0				0		0					681	"APS_tz17_hh"	163					
164.0	682.0	1	1	"Maize"	2.0	1	4.0	1		2		1		"2008-01-01"	0				0		0					682	"APS_tz17_hh"	164					
164.0	683.0	2	2	"Maize"	1.5	1	2.0	1		2		1		"1997-01-01"	0				0		0					683	"APS_tz17_hh"	164					
164.0	684.0	3	3	"Maize"	1.0	1	3.5	1		2		1		"2015-01-01"	0				0		0					684	"APS_tz17_hh"	164					
165.0	685.0	1	1	"Nyumbani"	3.0	1	0.0	1		2		1		"1976-01-01"	0				0		0					685	"APS_tz17_hh"	165					
165.0	686.0	2	2	"Nyumbani 2"	1.0	1	0.0	1		2		1		"1976-01-01"	0				0		0					686	"APS_tz17_hh"	165					
166.0	687.0	1	1	"Nyumbani "	2.0	1	0.0	1		2		1		"2013-01-01"	0				0		0					687	"APS_tz17_hh"	166					
166.0	688.0	2	2	"Pangani"	3.0	1	4.0	1		2		1		"2010-01-01"	0				0		0					688	"APS_tz17_hh"	166					
166.0	689.0	3	3	"Nyumbani  2"	4.0	1	4.0	2		2		1		"2010-01-01"	0				0		0					689	"APS_tz17_hh"	166					
167.0	690.0	1	1	"\"Tomato, Kilabuni farm\""	0.75	1	0.25	1		2		2		"2012-01-01"	0	3			0		0					690	"APS_tz17_hh"	167					
167.0	691.0	2	2	"\"Maize, Kwanyawami farm\""	4.0	1	0.5	1		2		4		"2015-01-01"	0				0		0					691	"APS_tz17_hh"	167					
167.0	692.0	3	3	"\"Finger millet, Mawalla farm\""	1.0	1	1.0	1		2		2		"2016-01-01"	0	3			0		0					692	"APS_tz17_hh"	167					
167.0	693.0	4	4	"Fallow"	3.0	1	1.0	2		2		2		"2016-01-01"	0	3			0		0					693	"APS_tz17_hh"	167					
168.0	694.0	1	1	"Nyumbani"	0.5	1	0.0	1		2		1		"1980-01-01"	0				0		0					694	"APS_tz17_hh"	168					
168.0	695.0	2	2	"Mahindi"	5.5	1	0.0	1		2		1		"1980-01-01"	0				0		0					695	"APS_tz17_hh"	168					
169.0	696.0	1	1	"Mahindi"	0.5	1	1.0	1		2		6		"2007-01-01"	0				0		0					696	"APS_tz17_hh"	169					
169.0	697.0	2	2	"Mahindi2"	1.25	1	1.0	1		2		4		"2017-01-01"	0				0		0					697	"APS_tz17_hh"	169					
169.0	698.0	3	3	"Fallow"	0.25	1	1.0	2		2		6		"2007-01-01"	0				0		0					698	"APS_tz17_hh"	169					
170.0	699.0	1	1	"Homesteady"	0.2	1	0.0	1		3		1		"2015-01-01"	0				0		0					699	"APS_tz17_hh"	170					
170.0	700.0	2	2	"Maize sunflower"	1.5	1	1.0	1		3		1		"2015-01-01"	0				0		0					700	"APS_tz17_hh"	170					
170.0	701.0	3	3	"Sunflower"	0.5	1	8.0	1		3		4		"2017-01-01"	0				0		0					701	"APS_tz17_hh"	170					
171.0	702.0	1	1	"Homestead"	0.5	1	0.0	1		3		1		"2007-01-01"	0				0		0					702	"APS_tz17_hh"	171					
171.0	703.0	2	2	"Chini"	2.0	1	1.5	1		3		1		"2014-01-01"	0				0		0					703	"APS_tz17_hh"	171					
171.0	704.0	3	3	"Ng'ambo"	2.0	1	4.0	1		3		1		"2007-01-01"	0				0		0					704	"APS_tz17_hh"	171					
172.0	705.0	1	1	"Mazombe"	2.0	1	45.0	1		1		1		"2012-01-01"	0				1	"2012-01-01"	0					705	"APS_tz17_hh"	172					
172.0	706.0	2	2	"Ulolesi"	3.0	1	19.0	1		2		1		"2014-01-01"	0				0		0					706	"APS_tz17_hh"	172					
173.0	707.0	1	1	"Dunguya Maize"	0.75	1	0.0	1		2		1		"2004-01-01"	0				0		0					707	"APS_tz17_hh"	173					
173.0	708.0	2	2	"Ng'ambo Maize"	5.0	1	2.0	1		2		1		"2005-01-01"	0				0		0					708	"APS_tz17_hh"	173					
173.0	709.0	3	3	"Ng'ambo Tomato"	1.25	1	2.0	1		2		1		"2005-01-01"	0				0		0					709	"APS_tz17_hh"	173					
173.0	710.0	4	4	"Dunguya Garden"	0.3	1	1.0	2		6		4		"2015-01-01"	0				1	"2015-01-01"	0					710	"APS_tz17_hh"	173					
174.0	711.0	1	1	"Lunguya maize"	0.25	1	0.0	1		2		1		"2013-01-01"	0				0		0					711	"APS_tz17_hh"	174					
174.0	712.0	2	2	"Lunguya garden"	0.1	1	0.0	6		6		1		"2013-01-01"	0				0		0					712	"APS_tz17_hh"	174					
174.0	713.0	3	3	"Mawala maize"	2.0	1	2.0	1		2		4		"2016-01-01"	0				0		0					713	"APS_tz17_hh"	174					
174.0	714.0	4	4	"Mawala sunflower"	2.0	1	2.0	1		2		4		"2016-01-01"	0				0		0					714	"APS_tz17_hh"	174					
174.0	715.0	5	5	"Bondeni"	2.0	1	1.0	1		2		4		"2016-01-01"	0				0		0					715	"APS_tz17_hh"	174					
175.0	716.0	1	1	"Mazombe juu"	2.0	1	2.0	1		2		1		"2001-01-01"	0				0		0					716	"APS_tz17_hh"	175					
175.0	717.0	2	2	"Fallow"	1.5	1	2.0	2		2		1		"2001-01-01"	0				0		0					717	"APS_tz17_hh"	175					
176.0	718.0	1	1	"Chawanda"	3.0	1	2.5	1		3		1		"1999-01-01"	0				0		0					718	"APS_tz17_hh"	176					
176.0	719.0	2	2	"Kigulu"	5.0	1	5.0	1		3		1		"2000-01-01"	0				0		0					719	"APS_tz17_hh"	176					
176.0	720.0	3	3	"Igunga"	10.0	1	7.0	2		3		1		"1988-01-01"	0				0		0					720	"APS_tz17_hh"	176					
176.0	721.0	4	4	"Vitono"	5.0	1	30.0	1		3		1		"1998-01-01"	0				0		0					721	"APS_tz17_hh"	176					
176.0	722.0	5	5	"Chawanda"	3.0	1	2.5	1		3		1		"1999-01-01"	0				0		0					722	"APS_tz17_hh"	176					
177.0	723.0	1	1	"Nyamwanga"	2.0	1	3.0	1		3		1		"1990-01-01"	0				0		0					723	"APS_tz17_hh"	177					
177.0	724.0	2	2	"Vikoga"	0.5	1	1.5	1		3		1		"1990-01-01"	0				0		0					724	"APS_tz17_hh"	177					
177.0	725.0	3	3	"Chelesi"	14.0	1	10.0	2		3		1		"2008-01-01"	0				0		0					725	"APS_tz17_hh"	177					
178.0	726.0	1	1	"Maize"	2.5	1	1.0	1		3		1		"1989-01-01"	0				0		0					726	"APS_tz17_hh"	178					
178.0	727.0	2	2	"Shamba la nyumbani"	0.25	1	0.0	1		2		1		"1989-01-01"	0				0		0					727	"APS_tz17_hh"	178					
179.0	728.0	1	1	"Maize"	1.25	1	1.0	1		2		1		"2016-01-01"	0				0		0					728	"APS_tz17_hh"	179					
179.0	729.0	2	2	"Shamba la nyumbani"	1.0	1	0.0	1		2		1		"2014-01-01"	0				0		0					729	"APS_tz17_hh"	179					
